,movie_title,genres,language,title_year,duration,imdb_score,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,is_english
1069,Courage Under Fire ,Action|Drama|Mystery|Thriller|War,English,1996.0,116.0,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1070,Liar Liar ,Comedy|Fantasy|Romance,English,1997.0,86.0,6.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1073,The Flintstones ,Comedy|Family|Fantasy,English,1994.0,91.0,4.8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1074,Taken 2 ,Action|Crime|Thriller,English,2012.0,98.0,6.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1075,Scary Movie 3 ,Comedy,English,2003.0,84.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,Miss Congeniality ,Action|Comedy|Crime|Romance,English,2000.0,109.0,6.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1077,Journey to the Center of the Earth ,Action|Adventure|Family|Fantasy|Sci-Fi,English,2008.0,93.0,5.8,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1078,The Princess Diaries 2: Royal Engagement ,Comedy|Family|Romance,English,2004.0,113.0,5.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1079,The Pelican Brief ,Crime|Drama|Mystery|Thriller,English,1993.0,141.0,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1080,The Client ,Crime|Drama|Mystery|Thriller,English,1994.0,119.0,6.7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1081,The Bucket List ,Adventure|Comedy|Drama,English,2007.0,97.0,7.4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1082,Patriot Games ,Action|Thriller,English,1992.0,117.0,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1083,Monster-in-Law ,Comedy|Romance,English,2005.0,101.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1084,Prisoners ,Crime|Drama|Mystery|Thriller,English,2013.0,153.0,8.1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1085,Training Day ,Crime|Drama|Thriller,English,2001.0,122.0,7.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1086,Galaxy Quest ,Adventure|Comedy|Sci-Fi,English,1999.0,102.0,7.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1087,Scary Movie 2 ,Comedy,English,2001.0,83.0,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,The Muppets ,Adventure|Comedy|Family|Musical,English,2011.0,103.0,7.1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1089,Blade ,Action|Horror,English,1998.0,110.0,7.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1090,Coach Carter ,Drama|Sport,English,2005.0,136.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1091,Changing Lanes ,Drama|Thriller,English,2002.0,91.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1092,Anaconda ,Action|Adventure|Horror|Thriller,English,1997.0,89.0,4.6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1093,Coyote Ugly ,Comedy|Drama|Music|Romance,English,2000.0,107.0,5.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1094,Love Actually ,Comedy|Drama|Romance,English,2003.0,129.0,7.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1095,A Bug's Life ,Adventure|Animation|Comedy|Family|Fantasy,English,1998.0,95.0,7.2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1096,From Hell ,Horror|Mystery|Thriller,English,2001.0,122.0,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1097,The Specialist ,Action|Crime|Drama|Romance|Thriller,English,1994.0,110.0,5.4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1098,Tin Cup ,Comedy|Drama|Romance|Sport,English,1996.0,135.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1100,Kicking & Screaming ,Comedy|Family|Romance|Sport,English,2005.0,95.0,5.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1101,The Hitchhiker's Guide to the Galaxy ,Adventure|Comedy|Sci-Fi,English,2005.0,109.0,6.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1102,Fat Albert ,Comedy|Family|Fantasy|Romance,English,2004.0,93.0,4.3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
1103,Resident Evil: Extinction ,Action|Horror|Sci-Fi|Thriller,English,2007.0,94.0,6.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1104,Blended ,Comedy|Romance,English,2014.0,117.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1105,Last Holiday ,Adventure|Comedy|Drama,English,2006.0,112.0,6.4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1106,The River Wild ,Action|Adventure|Crime|Thriller,English,1994.0,111.0,6.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1107,The Indian in the Cupboard ,Drama|Family|Fantasy,English,1995.0,96.0,5.9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1108,Savages ,Crime|Drama|Thriller,English,2012.0,141.0,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1109,Cellular ,Action|Crime|Thriller,English,2004.0,94.0,6.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1110,Johnny English ,Action|Adventure|Comedy,English,2003.0,87.0,6.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1111,The Ant Bully ,Adventure|Animation|Comedy|Family|Fantasy,English,2006.0,88.0,5.9,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1112,Dune ,Action|Adventure|Sci-Fi,English,1984.0,177.0,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1113,Across the Universe ,Drama|Fantasy|Musical|Romance,English,2007.0,133.0,7.4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1114,Revolutionary Road ,Drama|Romance,English,2008.0,119.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1115,16 Blocks ,Action|Crime|Drama|Thriller,English,2006.0,102.0,6.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1116,Babylon A.D. ,Action|Adventure|Sci-Fi|Thriller,English,2008.0,101.0,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1117,The Glimmer Man ,Action|Comedy|Crime|Drama|Thriller,English,1996.0,91.0,5.3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1118,Multiplicity ,Comedy|Romance|Sci-Fi,English,1996.0,117.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1119,Aliens in the Attic ,Adventure|Comedy|Family|Fantasy|Sci-Fi,English,2009.0,86.0,5.4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1120,The Pledge ,Crime|Drama|Mystery|Thriller,English,2001.0,124.0,6.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1121,The Producers ,Comedy|Musical,English,2005.0,134.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1122,Dredd ,Action|Sci-Fi,English,2012.0,95.0,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1123,The Phantom ,Action|Adventure|Comedy|Fantasy,English,1996.0,100.0,4.9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1124,All the Pretty Horses ,Drama|Romance|Western,English,2000.0,220.0,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1125,Nixon ,Biography|Drama|History,English,1995.0,212.0,7.1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1126,The Ghost Writer ,Mystery|Thriller,English,2010.0,128.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1127,Deep Rising ,Action|Adventure|Horror|Sci-Fi,English,1998.0,106.0,6.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1128,Miracle at St. Anna ,Action|Crime|Drama|Thriller|War,English,2008.0,160.0,6.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1129,Curse of the Golden Flower ,Drama|Romance,Mandarin,2006.0,114.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1130,Bangkok Dangerous ,Action|Crime|Thriller,English,2008.0,99.0,5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1131,Big Trouble ,Comedy|Crime|Thriller,English,2002.0,74.0,6.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1132,Love in the Time of Cholera ,Drama|Romance,English,2007.0,139.0,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1135,Johnny English Reborn ,Action|Adventure|Comedy|Crime,English,2011.0,101.0,6.3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1137,Argo ,Biography|Drama|History|Thriller,English,2012.0,130.0,7.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1138,The Fugitive ,Action|Adventure|Crime|Drama|Mystery|Thriller,English,1993.0,130.0,7.8,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1139,The Bounty Hunter ,Action|Comedy|Romance,English,2010.0,110.0,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1140,Sleepers ,Crime|Drama|Thriller,English,1996.0,147.0,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1141,Rambo: First Blood Part II ,Action|Adventure|Thriller|War,English,1985.0,96.0,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1142,The Juror ,Drama|Thriller,English,1996.0,118.0,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1143,Pinocchio ,Animation|Family|Fantasy|Musical,English,1940.0,88.0,7.5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1144,Heaven's Gate ,Adventure|Drama|Western,English,1980.0,325.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1145,Underworld: Evolution ,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,2006.0,102.0,6.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1146,Victor Frankenstein ,Drama|Horror|Sci-Fi|Thriller,English,2015.0,110.0,6.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1147,Finding Forrester ,Drama,English,2000.0,136.0,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,28 Days ,Comedy|Drama,English,2000.0,103.0,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1149,Unleashed ,Action|Crime|Drama|Thriller,English,2005.0,103.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1150,The Sweetest Thing ,Comedy|Romance,English,2002.0,90.0,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1151,The Firm ,Drama|Mystery|Thriller,English,1993.0,154.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1152,Charlie St. Cloud ,Drama|Fantasy|Romance,English,2010.0,99.0,6.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1153,The Mechanic ,Action|Crime|Thriller,English,2011.0,93.0,6.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1154,21 Jump Street ,Action|Comedy|Crime,English,2012.0,109.0,7.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1155,Notting Hill ,Comedy|Drama|Romance,English,1999.0,124.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1156,Chicken Run ,Adventure|Animation|Comedy|Drama|Family,English,2000.0,84.0,7.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1157,Along Came Polly ,Comedy|Romance,English,2004.0,90.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1158,Boomerang ,Comedy|Drama|Romance,English,1992.0,117.0,5.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1159,The Heat ,Action|Comedy|Crime,English,2013.0,123.0,6.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1160,Cleopatra ,Biography|Drama|History|Romance,English,1963.0,251.0,7.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1161,Here Comes the Boom ,Action|Comedy|Sport,English,2012.0,105.0,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1162,High Crimes ,Crime|Drama|Mystery|Thriller,English,2002.0,115.0,6.3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1163,The Mirror Has Two Faces ,Comedy|Drama|Romance,English,1996.0,122.0,6.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1164,The Mothman Prophecies ,Drama|Horror|Mystery|Thriller,English,2002.0,119.0,6.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1165,Brüno ,Comedy,English,2009.0,81.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1166,Licence to Kill ,Action|Adventure|Thriller,English,1989.0,133.0,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1167,Red Riding Hood ,Fantasy|Horror|Mystery|Thriller,English,2011.0,100.0,5.4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1168,15 Minutes ,Action|Crime|Drama|Thriller,English,2001.0,120.0,6.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1169,Super Mario Bros. ,Adventure|Comedy|Family|Fantasy|Sci-Fi,English,1993.0,104.0,4.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1170,Lord of War ,Crime|Drama|Thriller,English,2005.0,122.0,7.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1171,Hero ,Action|Adventure|History,Mandarin,2002.0,80.0,7.9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1172,One for the Money ,Action|Comedy|Crime|Romance|Thriller,English,2012.0,91.0,5.3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1173,The Interview ,Comedy,English,2014.0,112.0,6.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1174,The Warrior's Way ,Action|Fantasy|Western,English,2010.0,100.0,6.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1176,Micmacs ,Action|Comedy|Crime,French,2009.0,105.0,7.2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,8 Mile ,Drama|Music,English,2002.0,110.0,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1179,A Knight's Tale ,Action|Adventure|Romance,English,2001.0,144.0,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1180,The Medallion ,Action|Comedy|Fantasy,English,2003.0,108.0,5.2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1181,The Sixth Sense ,Drama|Mystery|Thriller,English,1999.0,107.0,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1182,Man on a Ledge ,Action|Crime|Thriller,English,2012.0,102.0,6.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1183,The Big Year ,Comedy,English,2011.0,100.0,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,The Karate Kid ,Action|Drama|Family|Sport,English,1984.0,126.0,7.2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1185,American Hustle ,Crime|Drama,English,2013.0,138.0,7.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1186,The Proposal ,Comedy|Drama|Romance,English,2009.0,108.0,6.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1187,Double Jeopardy ,Crime|Mystery|Thriller,English,1999.0,105.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1188,Back to the Future Part II ,Adventure|Comedy|Sci-Fi,English,1989.0,108.0,7.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1189,Lucy ,Action|Sci-Fi|Thriller,English,2014.0,89.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1190,Fifty Shades of Grey ,Drama|Romance,English,2015.0,129.0,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1191,Spy Kids 3-D: Game Over ,Action|Adventure|Comedy|Family|Sci-Fi,English,2003.0,84.0,4.1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1192,A Time to Kill ,Crime|Drama|Thriller,English,1996.0,149.0,7.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1193,Cheaper by the Dozen ,Comedy|Family,English,2003.0,94.0,5.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1194,Lone Survivor ,Action|Biography|Drama|Thriller|War,English,2013.0,121.0,7.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1195,A League of Their Own ,Comedy|Drama|Sport,English,1992.0,128.0,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1196,The Conjuring 2 ,Horror|Mystery|Thriller,English,2016.0,134.0,7.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1197,The Social Network ,Biography|Drama,English,2010.0,120.0,7.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1198,He's Just Not That Into You ,Comedy|Drama|Romance,English,2009.0,129.0,6.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1199,Scary Movie 4 ,Comedy,English,2006.0,89.0,5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,Scream 3 ,Horror|Mystery,English,2000.0,116.0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1201,Back to the Future Part III ,Adventure|Comedy|Sci-Fi|Western,English,1990.0,118.0,7.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1202,Get Hard ,Comedy|Crime,English,2015.0,107.0,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1203,Bram Stoker's Dracula ,Fantasy|Horror|Romance,English,1992.0,155.0,7.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1204,Julie & Julia ,Biography|Drama|Romance,English,2009.0,123.0,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1205,42 ,Biography|Drama|Sport,English,2013.0,128.0,7.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1206,The Talented Mr. Ripley ,Crime|Drama|Thriller,English,1999.0,139.0,7.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1207,Dumb and Dumber To ,Comedy,English,2014.0,109.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1208,Eight Below ,Adventure|Drama|Family,English,2006.0,120.0,7.3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1209,The Intern ,Comedy|Drama,English,2015.0,121.0,7.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1210,Ride Along 2 ,Action|Comedy,English,2016.0,102.0,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1211,The Last of the Mohicans ,Action|Adventure|Drama|Romance|War,English,1992.0,117.0,7.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1212,Ray ,Biography|Drama|Music,English,2004.0,178.0,7.7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1213,Sin City ,Crime|Thriller,English,2005.0,147.0,8.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1214,Vantage Point ,Crime|Drama|Mystery|Thriller,English,2008.0,90.0,6.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1215,"I Love You, Man ",Comedy|Romance,English,2009.0,105.0,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1216,Shallow Hal ,Comedy|Drama|Fantasy|Romance,English,2001.0,114.0,5.9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1217,JFK ,Drama|History|Thriller,English,1991.0,206.0,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1218,Big Momma's House 2 ,Comedy|Crime,English,2006.0,99.0,4.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1219,The Mexican ,Adventure|Comedy|Crime|Romance,English,2001.0,123.0,6.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1220,Unbroken ,Biography|Drama|Sport|War,English,2014.0,137.0,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1221,17 Again ,Comedy|Drama|Family|Fantasy|Romance,English,2009.0,102.0,6.4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
1222,The Other Woman ,Comedy|Romance,English,2014.0,109.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1223,The Final Destination ,Horror,English,2009.0,82.0,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1224,Bridge of Spies ,Drama|History|Thriller,English,2015.0,142.0,7.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1225,Behind Enemy Lines ,Action|Drama|Thriller|War,English,2001.0,106.0,6.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1226,Get Him to the Greek ,Comedy|Music,English,2010.0,114.0,6.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1227,Shall We Dance ,Comedy|Drama|Romance,English,2004.0,106.0,6.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1228,Small Soldiers ,Action|Adventure|Comedy|Family|Sci-Fi,English,1998.0,108.0,6.1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1229,Spawn ,Action|Horror,English,1997.0,98.0,5.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1230,The Count of Monte Cristo ,Action|Adventure|Drama|Romance|Thriller,English,2002.0,131.0,7.7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1231,The Lincoln Lawyer ,Crime|Drama|Thriller,English,2011.0,118.0,7.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1232,Unknown ,Action|Mystery|Thriller,English,2011.0,113.0,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1233,The Prestige ,Drama|Mystery|Sci-Fi|Thriller,English,2006.0,130.0,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1234,Horrible Bosses 2 ,Comedy|Crime,English,2014.0,116.0,6.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1235,Escape from Planet Earth ,Adventure|Animation|Comedy|Family|Sci-Fi,English,2013.0,89.0,5.9,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1236,Apocalypto ,Action|Adventure|Drama|Thriller,Maya,2006.0,139.0,7.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1237,The Living Daylights ,Action|Adventure|Thriller,English,1987.0,130.0,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1238,Predators ,Action|Adventure|Sci-Fi|Thriller,English,2010.0,107.0,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1240,Secret Window ,Mystery|Thriller,English,2004.0,96.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1241,The Lake House ,Drama|Fantasy|Romance,English,2006.0,99.0,6.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1242,The Skeleton Key ,Horror|Mystery|Thriller,English,2005.0,104.0,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1243,The Odd Life of Timothy Green ,Comedy|Drama|Family|Fantasy,English,2012.0,105.0,6.6,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1244,Made of Honor ,Comedy|Romance,English,2008.0,101.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
